query_id,query,table_id,row,col,nul,in_link,out_link,pgcount,tImp,tPF,leftColhits,SecColhits,bodyhits,PMI,qInPgTitle,qInTableTitle,yRank,csr_score,idf1,idf2,idf3,idf4,idf5,idf6,max,sum,avg,sim,emax,esum,eavg,esim,cmax,csum,cavg,csim,remax,resum,reavg,resim,query_l,rel
1,world interest rates Table,table-0875-680,8,2,0,31,21,51438,1.0,0.000259799305036859,0,0,0,0.0,0.3333333333333333,0.2222222222222222,100,7.467415343013774e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,9.2661770365,0.110311631387,0.67681891424,0.952804189993,89.7071052233,0.8155191383939999,0.971854344785,0.6666666666666667,5.29189399221887,0.04810812720198972,0.354686214356698,0.2412090756622109,3.7163542670058503,0.03378503879096227,0.28112984414065223,4,0
1,world interest rates Table,table-1020-619,4,3,0,18,0,324,1.0,0.0007864726700747149,0,0,0,-0.2310490601866484,0.0,0.2857142857142857,100,8.663725070176437e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,3.0382692496200003,0.108509616058,0.8631246515500001,1.0,83.3752000738,0.7579563643070001,0.983893116265,1.0000000000000002,11.116120824980895,0.10105564386346268,0.7188946323483356,1.0,8.075247095089408,0.07341133722808553,0.7102503640489288,4,0
1,world interest rates Table,table-0288-531,3,5,0,23,22,26419,0.5,0.00015840329478853158,0,0,0,-0.06931471805599453,0.0,0.0,100,2.142316228549161e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.23413587715999998,1.7475772515099999,0.0436894312877,0.206246837322,0.841652538504,57.4424235049,0.6382491500540001,0.7531980101369999,0.0,0.0,0.0,0.0,0.06737321552529707,0.3658176547899085,0.003325615043544623,0.033680105722017795,4,0
1,world interest rates Table,table-0288-530,4,5,1,23,22,26419,0.5,0.00021120439305137543,0,0,0,-0.06931471805599453,0.0,0.0,100,1.888429349097956e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.23413587715999998,1.64143324179,0.0410358310448,0.252283044178,0.841652538504,57.4424235049,0.6382491500540001,0.7531980101369999,0.0,0.0,0.0,0.0,0.06737321552529707,0.3658176547899085,0.003325615043544623,0.033680105722017795,4,0
1,world interest rates Table,table-1000-57,2,2,0,38,1,2268,1.0,0.00012960082944530845,0,0,0,0.0,0.0,0.5,100,7.673589443194233e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,4.98280191104,0.113245497978,0.7007728456300001,0.932808758488,89.5523466394,0.814112242176,0.9543945645790001,1.0,10.147388210074904,0.09224898372795368,0.3726673023233282,0.2261335084333227,4.564622422084482,0.04149656747349528,0.27989937525654485,4,0
1,world interest rates Table,table-1042-895,7,6,3,41,3,10050,0.0,0.0008369201339072215,0,0,3,-0.3234686842613078,0.0,0.16666666666666666,100,4.937457371240778e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,6.928999840760001,0.0962361088995,0.796659908801,0.9329431100460001,89.21266989959999,0.811024271814,0.9575937222550001,0.7071067811865475,4.572839867055504,0.0415712715186864,0.19538688270775087,0.20412414523193154,3.0576214003260627,0.027796558184782383,0.2218609588635939,4,1
1,world interest rates Table,table-1423-774,9,2,0,61,99,107275,1.0,0.000321566385593826,0,14,14,-0.6931471805599453,0.0,0.0,100,7.955555655206819e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.273523417904,1.59158357917,0.07957917895830001,0.30008529612,1.0,106.97380852,0.822875450153,0.966674878089,1.0,9.368780030544851,0.07206753869649886,0.4721849665437313,1.0,7.374380922928541,0.056726007099450325,0.3298005701177144,4,0
1,world interest rates Table,table-0255-236,66,6,1,639,114,38375,0.05555555555555555,0.039783001808318265,5,0,77,-0.7470363458240572,0.0,0.0,100,3.063200281457334e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.384141534458,3.3360336118299996,0.0926676003285,0.30992827671900003,1.0,370.822552013,0.741645104026,0.8754876814299999,1.0000000000000002,26.324657734418373,0.05264931546883675,0.32273935097181783,1.0,15.570877056666651,0.031141754113333295,0.1237709555801096,4,1
1,world interest rates Table,table-0904-852,12,4,9,34,2,12340,0.16666666666666666,0.0006827880512091037,0,0,0,-0.1155245300933242,0.0,0.0625,100,5.5800977260706455e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,6.56115227245,0.109352537874,0.579360415687,0.893468763185,83.6836967534,0.760760879577,0.903665167335,0.0,0.0,0.0,0.0,0.08703882797784893,0.8125132473153284,0.007386484066502984,0.05885628013631504,4,1
1,world interest rates Table,table-0914-101,12,4,9,177,323,548585,0.0625,0.00017571861592303526,0,0,0,-0.1155245300933242,0.0,0.0625,22,6.797004273201831e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,4.541157871619999,0.11352894679000002,0.571562330931,0.893468763185,82.9725293612,0.7542957214659999,0.892877881406,0.0,0.0,0.0,0.0,0.08703882797784893,0.8727111796628253,0.007933737996934776,0.05162042548859698,4,1
1,world interest rates Table,table-0839-987,4,5,7,15,13,2874,1.0,0.006024096385542169,0,0,0,-0.24927808282720695,0.0,0.3333333333333333,100,8.377636450594094e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,4.91304880392,0.102355183415,0.609774591156,0.8525599957369999,65.7873634827,0.598066940751,0.744293412218,0.0,0.0,0.0,0.0,0.0363216356146074,0.1731448544009568,0.0015740441309177893,0.016160402052298326,4,0
1,world interest rates Table,table-1203-836,4,8,0,10,5,5523,0.3333333333333333,0.002343292325717633,1,1,8,-0.6931471805599451,0.0,0.0,100,1.5590695324917774e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.34167961292099996,1.1583079982100002,0.0263251817774,0.22318455465999998,0.8062572795280001,62.223288579300004,0.6222328857930001,0.766857779259,0.2886751345948129,0.2886751345948129,0.0026243194054073908,0.020332091984056118,0.09284766908852593,0.3239418438917493,0.002944925853561357,0.02215367365495521,4,0
1,world interest rates Table,table-1203-868,4,8,0,12,4,21241,0.5,0.0032258064516129032,1,1,8,-0.6931471805599451,0.0,0.0,100,1.5590695324917774e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.34167961292099996,0.743454143986,0.0168966850906,0.175168938264,0.7882033710100002,50.9315765259,0.565906405844,0.719026368258,0.2886751345948129,0.2886751345948129,0.0026243194054073908,0.02050661957987655,0.09284766908852593,0.2537011630300772,0.002306374209364338,0.018874850915749114,4,0
1,world interest rates Table,table-0063-827,10,2,0,64,85,244971,0.2,0.00035852574214828624,2,0,2,-0.9870405130110048,0.0,0.08333333333333333,72,7.220011636543616e-11,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,4.0943411669800005,0.11373169908299999,0.508864524848,0.9415828731329999,84.4866344797,0.768060313452,0.9136467279870001,0.0,0.0,0.0,0.0,0.12344267996967355,0.7864492714573829,0.0071495388314307545,0.06583652603635096,4,0
1,world interest rates Table,table-0037-411,23,4,23,44,20,38315,1.0,0.0007072570725707258,0,0,0,-0.1155245300933242,0.0,0.16666666666666666,100,2.391913485771208e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,6.835903604199999,0.106810993816,0.81957999603,1.0,70.138541404,0.7793171267110001,0.9368666401200001,1.0,8.494929344182577,0.07722663040165981,0.4455323354299844,1.0,5.644318727747043,0.05131198843406403,0.3019976146519858,4,1
1,world interest rates Table,table-1071-345,16,5,0,3,2,1993,0.16666666666666666,0.047619047619047616,4,4,21,-0.33194594014565376,0.0,0.0,100,5.2020272291027215e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,0.28966381569899996,2.3590740432099997,0.049147375900099995,0.19374626658100003,0.721106713291,55.48505654229999,0.50440960493,0.572403322667,0.0,0.0,0.0,0.0,0.07312724241271308,0.3437076544839359,0.003124615040763054,0.031814238148788886,4,0
1,world interest rates Table,table-0370-614,43,4,2,139,672,636298,0.09090909090909093,0.0022430881585811164,3,0,3,0.0,0.0,0.2222222222222222,20,2.7315387146967377e-10,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,3.70088580111,0.132174492897,0.929591913928,1.0,88.89986061260001,0.808180551023,0.948892898425,1.0,12.93097009911568,0.11755427362832438,0.5382625136761547,1.0,6.814208965916767,0.061947354235606975,0.2784939081112773,4,2
1,world interest rates Table,table-0216-976,6,11,16,0,0,0,0.125,0.006430868167202572,0,0,0,-0.2564597308945609,0.3333333333333333,0.0,100,7.47996969169703e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,3.49437301056,0.058239550175900004,0.37921244156499995,0.922145644359,72.8761902803,0.728761902803,0.878684094411,0.5163977794943222,1.2607778956365512,0.012607778956365513,0.0737851670126194,0.375,0.9453405529291816,0.009453405529291815,0.043852900965351466,4,0
1,world interest rates Table,table-0216-970,4,11,16,0,0,0,0.125,0.004287245444801715,0,0,0,-0.2564597308945609,0.3333333333333333,0.0,100,9.841857955216574e-12,29.62786079242837,24.13564397488852,27.10063835630564,31.21926126676705,27.359181378368568,27.10063835630564,1.0,3.52878694001,0.055137295937599994,0.365552341,0.922145644359,70.5117357791,0.705117357791,0.9039429868909999,0.5163977794943222,1.2607778956365512,0.012607778956365513,0.06671412470198232,0.375,1.0486807885130414,0.010486807885130414,0.04951104762460602,4,0
