1	0	table-0208-550	0
1	0	table-0063-984	0
1	0	table-0352-665	0
1	0	table-1636-532	0
1	0	table-0068-195	0
1	0	table-0298-171	0
1	0	table-0634-698	0
1	0	table-1641-629	2
1	0	table-0634-696	0
1	0	table-0497-852	0
1	0	table-1486-876	0
1	0	table-0228-147	0
1	0	table-0594-486	0
1	0	table-0111-460	0
1	0	table-0298-172	0
1	0	table-0497-854	0
1	0	table-0323-71	0
1	0	table-0634-697	0
1	0	table-0352-666	0
1	0	table-0298-176	0
1	0	table-0550-406	0
1	0	table-0497-855	0
1	0	table-0895-373	0
1	0	table-0829-317	0
1	0	table-0298-168	0
1	0	table-0111-464	0
1	0	table-0928-956	0
1	0	table-1544-642	0
1	0	table-1544-644	0
1	0	table-0895-602	0
1	0	table-0298-178	0
1	0	table-1486-875	0
1	0	table-1560-489	0
1	0	table-0651-985	0
1	0	table-0667-217	0
1	0	table-0127-189	0
1	0	table-0355-437	0
1	0	table-0111-462	0
1	0	table-1640-335	0
1	0	table-0068-197	0
1	0	table-0272-665	0
1	0	table-1486-131	0
1	0	table-1413-847	0
1	0	table-0497-853	0
1	0	table-0605-849	0
1	0	table-0111-463	0
1	0	table-1641-628	2
1	0	table-1639-305	0
1	0	table-0516-791	0
2	0	table-0893-358	1
2	0	table-0592-909	1
2	0	table-1191-229	1
2	0	table-0322-428	0
2	0	table-1061-427	1
2	0	table-0304-608	0
2	0	table-0580-767	1
2	0	table-0935-638	1
2	0	table-0322-414	0
2	0	table-0093-199	2
2	0	table-0305-410	0
2	0	table-0493-716	1
2	0	table-0493-730	1
2	0	table-0760-620	1
2	0	table-1027-708	1
2	0	table-1061-423	0
2	0	table-0305-414	0
2	0	table-0709-537	0
2	0	table-0486-801	1
2	0	table-0522-136	2
2	0	table-1061-416	0
2	0	table-1061-408	0
2	0	table-0304-602	0
2	0	table-0493-265	1
2	0	table-0322-424	0
2	0	table-1061-412	0
2	0	table-1023-505	0
2	0	table-1023-543	0
2	0	table-0493-214	1
2	0	table-0522-132	0
2	0	table-0493-728	1
2	0	table-0493-718	1
2	0	table-1061-261	0
2	0	table-0303-857	0
2	0	table-0514-276	1
2	0	table-0375-619	0
2	0	table-0522-137	2
2	0	table-0493-228	1
2	0	table-0802-649	0
2	0	table-0180-276	0
2	0	table-0522-134	2
2	0	table-0493-758	1
2	0	table-0511-354	1
2	0	table-0893-360	1
2	0	table-0592-869	0
2	0	table-1036-175	0
2	0	table-0306-477	1
2	0	table-0760-709	0
2	0	table-1061-437	0
2	0	table-0522-133	0
2	0	table-0493-263	0
2	0	table-0297-341	1
2	0	table-0511-368	1
2	0	table-0493-735	1
3	0	table-0738-231	0
3	0	table-0169-771	0
3	0	table-0879-29	0
3	0	table-1423-500	0
3	0	table-0277-930	1
3	0	table-0710-494	0
3	0	table-0211-838	0
3	0	table-0485-747	0
3	0	table-1433-368	1
3	0	table-0295-767	1
3	0	table-0100-61	0
3	0	table-0889-668	0
3	0	table-0090-901	0
3	0	table-0892-64	1
3	0	table-1473-883	0
3	0	table-0889-684	0
3	0	table-0085-509	0
3	0	table-1607-810	1
3	0	table-0162-259	0
3	0	table-0004-6	1
3	0	table-0891-77	0
3	0	table-1541-693	1
3	0	table-0879-649	0
3	0	table-0476-198	1
3	0	table-0113-593	0
3	0	table-0536-762	0
3	0	table-1444-91	1
3	0	table-0198-595	0
3	0	table-0456-107	1
3	0	table-0892-65	0
3	0	table-0932-855	0
3	0	table-0142-359	0
3	0	table-0879-650	0
3	0	table-0313-943	0
3	0	table-0904-422	0
3	0	table-0113-531	0
3	0	table-1593-2	0
3	0	table-0358-923	1
3	0	table-0263-852	0
3	0	table-0088-552	0
3	0	table-1483-452	0
3	0	table-0499-520	1
3	0	table-1485-823	1
3	0	table-0389-97	0
3	0	table-0154-518	1
3	0	table-0611-49	0
3	0	table-0891-123	1
3	0	table-1600-493	0
3	0	table-1600-506	1
3	0	table-0276-989	1
3	0	table-1600-474	0
3	0	table-1537-978	0
3	0	table-0503-68	0
3	0	table-1348-735	1
3	0	table-0086-35	0
3	0	table-0629-17	1
3	0	table-0271-647	0
3	0	table-0181-346	0
3	0	table-0113-660	0
3	0	table-1064-354	0
4	0	table-0665-940	2
4	0	table-0321-98	0
4	0	table-0513-310	0
4	0	table-1475-258	0
4	0	table-0791-400	1
4	0	table-1541-760	0
4	0	table-0789-44	0
4	0	table-0364-474	0
4	0	table-1436-798	0
4	0	table-1239-729	0
4	0	table-0324-956	0
4	0	table-0482-618	0
4	0	table-0912-396	0
4	0	table-0827-817	0
4	0	table-0898-723	0
